global_x,global_y,map_member,local_x,local_y,symbol,intent,provisional_code
7,21,50,7,21,G,WALKABLE_SHORT_GRASS,0
8,21,50,8,21,G,WALKABLE_SHORT_GRASS,0
9,21,50,9,21,G,WALKABLE_SHORT_GRASS,0
10,21,50,10,21,G,WALKABLE_SHORT_GRASS,0
11,21,50,11,21,G,WALKABLE_SHORT_GRASS,0
12,21,50,12,21,G,WALKABLE_SHORT_GRASS,0
13,21,50,13,21,G,WALKABLE_SHORT_GRASS,0
14,21,50,14,21,G,WALKABLE_SHORT_GRASS,0
15,21,50,15,21,G,WALKABLE_SHORT_GRASS,0
16,21,50,16,21,G,WALKABLE_SHORT_GRASS,0
17,21,50,17,21,G,WALKABLE_SHORT_GRASS,0
18,21,50,18,21,G,WALKABLE_SHORT_GRASS,0
19,21,50,19,21,W,SURF_WATER,2
20,21,50,20,21,W,SURF_WATER,2
21,21,50,21,21,W,SURF_WATER,2
22,21,50,22,21,W,SURF_WATER,2
23,21,50,23,21,P,WALKABLE_PALE_PATH,0
24,21,50,24,21,P,WALKABLE_PALE_PATH,0
25,21,50,25,21,P,WALKABLE_PALE_PATH,0
26,21,50,26,21,P,WALKABLE_PALE_PATH,0
27,21,50,27,21,P,WALKABLE_PALE_PATH,0
28,21,50,28,21,P,WALKABLE_PALE_PATH,0
29,21,50,29,21,P,WALKABLE_PALE_PATH,0
30,21,50,30,21,P,WALKABLE_PALE_PATH,0
31,21,50,31,21,P,WALKABLE_PALE_PATH,0
32,21,51,0,21,P,WALKABLE_PALE_PATH,0
33,21,51,1,21,P,WALKABLE_PALE_PATH,0
34,21,51,2,21,P,WALKABLE_PALE_PATH,0
35,21,51,3,21,P,WALKABLE_PALE_PATH,0
36,21,51,4,21,P,WALKABLE_PALE_PATH,0
37,21,51,5,21,P,WALKABLE_PALE_PATH,0
38,21,51,6,21,P,WALKABLE_PALE_PATH,0
39,21,51,7,21,P,WALKABLE_PALE_PATH,0
40,21,51,8,21,P,WALKABLE_PALE_PATH,0
41,21,51,9,21,P,WALKABLE_PALE_PATH,0
42,21,51,10,21,P,WALKABLE_PALE_PATH,0
43,21,51,11,21,P,WALKABLE_PALE_PATH,0
44,21,51,12,21,P,WALKABLE_PALE_PATH,0
45,21,51,13,21,P,WALKABLE_PALE_PATH,0
46,21,51,14,21,P,WALKABLE_PALE_PATH,0
47,21,51,15,21,P,WALKABLE_PALE_PATH,0
48,21,51,16,21,P,WALKABLE_PALE_PATH,0
49,21,51,17,21,P,WALKABLE_PALE_PATH,0
50,21,51,18,21,P,WALKABLE_PALE_PATH,0
51,21,51,19,21,P,WALKABLE_PALE_PATH,0
52,21,51,20,21,P,WALKABLE_PALE_PATH,0
53,21,51,21,21,P,WALKABLE_PALE_PATH,0
54,21,51,22,21,P,WALKABLE_PALE_PATH,0
55,21,51,23,21,P,WALKABLE_PALE_PATH,0
56,21,51,24,21,P,WALKABLE_PALE_PATH,0
57,21,51,25,21,P,WALKABLE_PALE_PATH,0
58,21,51,26,21,P,WALKABLE_PALE_PATH,0
59,21,51,27,21,P,WALKABLE_PALE_PATH,0
60,21,51,28,21,P,WALKABLE_PALE_PATH,0
61,21,51,29,21,P,WALKABLE_PALE_PATH,0
62,21,51,30,21,T,BLOCKED_TREE_WALL,1
63,21,51,31,21,T,BLOCKED_TREE_WALL,1
0,22,50,0,22,T,BLOCKED_TREE_WALL,1
1,22,50,1,22,T,BLOCKED_TREE_WALL,1
2,22,50,2,22,G,WALKABLE_SHORT_GRASS,0
3,22,50,3,22,G,WALKABLE_SHORT_GRASS,0
4,22,50,4,22,G,WALKABLE_SHORT_GRASS,0
5,22,50,5,22,G,WALKABLE_SHORT_GRASS,0
6,22,50,6,22,G,WALKABLE_SHORT_GRASS,0
7,22,50,7,22,G,WALKABLE_SHORT_GRASS,0
8,22,50,8,22,G,WALKABLE_SHORT_GRASS,0
9,22,50,9,22,G,WALKABLE_SHORT_GRASS,0
10,22,50,10,22,G,WALKABLE_SHORT_GRASS,0
11,22,50,11,22,G,WALKABLE_SHORT_GRASS,0
12,22,50,12,22,G,WALKABLE_SHORT_GRASS,0
13,22,50,13,22,G,WALKABLE_SHORT_GRASS,0
14,22,50,14,22,G,WALKABLE_SHORT_GRASS,0
15,22,50,15,22,G,WALKABLE_SHORT_GRASS,0
16,22,50,16,22,G,WALKABLE_SHORT_GRASS,0
17,22,50,17,22,G,WALKABLE_SHORT_GRASS,0
18,22,50,18,22,G,WALKABLE_SHORT_GRASS,0
19,22,50,19,22,W,SURF_WATER,2
20,22,50,20,22,W,SURF_WATER,2
21,22,50,21,22,W,SURF_WATER,2
22,22,50,22,22,W,SURF_WATER,2
23,22,50,23,22,P,WALKABLE_PALE_PATH,0
24,22,50,24,22,P,WALKABLE_PALE_PATH,0
25,22,50,25,22,P,WALKABLE_PALE_PATH,0
26,22,50,26,22,P,WALKABLE_PALE_PATH,0
27,22,50,27,22,P,WALKABLE_PALE_PATH,0
28,22,50,28,22,P,WALKABLE_PALE_PATH,0
29,22,50,29,22,P,WALKABLE_PALE_PATH,0
30,22,50,30,22,P,WALKABLE_PALE_PATH,0
31,22,50,31,22,P,WALKABLE_PALE_PATH,0
32,22,51,0,22,P,WALKABLE_PALE_PATH,0
33,22,51,1,22,P,WALKABLE_PALE_PATH,0
34,22,51,2,22,P,WALKABLE_PALE_PATH,0
35,22,51,3,22,P,WALKABLE_PALE_PATH,0
36,22,51,4,22,P,WALKABLE_PALE_PATH,0
37,22,51,5,22,P,WALKABLE_PALE_PATH,0
38,22,51,6,22,P,WALKABLE_PALE_PATH,0
39,22,51,7,22,P,WALKABLE_PALE_PATH,0
40,22,51,8,22,P,WALKABLE_PALE_PATH,0
41,22,51,9,22,P,WALKABLE_PALE_PATH,0
42,22,51,10,22,P,WALKABLE_PALE_PATH,0
43,22,51,11,22,P,WALKABLE_PALE_PATH,0
44,22,51,12,22,P,WALKABLE_PALE_PATH,0
45,22,51,13,22,P,WALKABLE_PALE_PATH,0
46,22,51,14,22,P,WALKABLE_PALE_PATH,0
47,22,51,15,22,P,WALKABLE_PALE_PATH,0
48,22,51,16,22,P,WALKABLE_PALE_PATH,0
49,22,51,17,22,P,WALKABLE_PALE_PATH,0
50,22,51,18,22,P,WALKABLE_PALE_PATH,0
51,22,51,19,22,P,WALKABLE_PALE_PATH,0
52,22,51,20,22,P,WALKABLE_PALE_PATH,0
53,22,51,21,22,P,WALKABLE_PALE_PATH,0
54,22,51,22,22,P,WALKABLE_PALE_PATH,0
55,22,51,23,22,P,WALKABLE_PALE_PATH,0
56,22,51,24,22,P,WALKABLE_PALE_PATH,0
57,22,51,25,22,P,WALKABLE_PALE_PATH,0
58,22,51,26,22,P,WALKABLE_PALE_PATH,0
59,22,51,27,22,P,WALKABLE_PALE_PATH,0
60,22,51,28,22,P,WALKABLE_PALE_PATH,0
61,22,51,29,22,P,WALKABLE_PALE_PATH,0
62,22,51,30,22,T,BLOCKED_TREE_WALL,1
63,22,51,31,22,T,BLOCKED_TREE_WALL,1
0,23,50,0,23,T,BLOCKED_TREE_WALL,1
1,23,50,1,23,T,BLOCKED_TREE_WALL,1
2,23,50,2,23,G,WALKABLE_SHORT_GRASS,0
3,23,50,3,23,G,WALKABLE_SHORT_GRASS,0
4,23,50,4,23,L,BLOCKED_TERRACE_LEDGE,1
5,23,50,5,23,L,BLOCKED_TERRACE_LEDGE,1
6,23,50,6,23,L,BLOCKED_TERRACE_LEDGE,1
7,23,50,7,23,L,BLOCKED_TERRACE_LEDGE,1
8,23,50,8,23,L,BLOCKED_TERRACE_LEDGE,1
9,23,50,9,23,L,BLOCKED_TERRACE_LEDGE,1
10,23,50,10,23,L,BLOCKED_TERRACE_LEDGE,1
11,23,50,11,23,L,BLOCKED_TERRACE_LEDGE,1
12,23,50,12,23,L,BLOCKED_TERRACE_LEDGE,1
13,23,50,13,23,L,BLOCKED_TERRACE_LEDGE,1
14,23,50,14,23,L,BLOCKED_TERRACE_LEDGE,1
15,23,50,15,23,S,WALKABLE_STAIRS,0
16,23,50,16,23,S,WALKABLE_STAIRS,0
17,23,50,17,23,S,WALKABLE_STAIRS,0
18,23,50,18,23,L,BLOCKED_TERRACE_LEDGE,1
19,23,50,19,23,L,BLOCKED_TERRACE_LEDGE,1
20,23,50,20,23,L,BLOCKED_TERRACE_LEDGE,1
21,23,50,21,23,L,BLOCKED_TERRACE_LEDGE,1
22,23,50,22,23,L,BLOCKED_TERRACE_LEDGE,1
23,23,50,23,23,P,WALKABLE_PALE_PATH,0
24,23,50,24,23,P,WALKABLE_PALE_PATH,0
25,23,50,25,23,P,WALKABLE_PALE_PATH,0
26,23,50,26,23,P,WALKABLE_PALE_PATH,0
27,23,50,27,23,P,WALKABLE_PALE_PATH,0
28,23,50,28,23,P,WALKABLE_PALE_PATH,0
29,23,50,29,23,P,WALKABLE_PALE_PATH,0
30,23,50,30,23,P,WALKABLE_PALE_PATH,0
31,23,50,31,23,P,WALKABLE_PALE_PATH,0
32,23,51,0,23,P,WALKABLE_PALE_PATH,0
33,23,51,1,23,P,WALKABLE_PALE_PATH,0
34,23,51,2,23,P,WALKABLE_PALE_PATH,0
35,23,51,3,23,P,WALKABLE_PALE_PATH,0
36,23,51,4,23,P,WALKABLE_PALE_PATH,0
37,23,51,5,23,P,WALKABLE_PALE_PATH,0
38,23,51,6,23,P,WALKABLE_PALE_PATH,0
39,23,51,7,23,P,WALKABLE_PALE_PATH,0
40,23,51,8,23,P,WALKABLE_PALE_PATH,0
41,23,51,9,23,P,WALKABLE_PALE_PATH,0
42,23,51,10,23,P,WALKABLE_PALE_PATH,0
43,23,51,11,23,P,WALKABLE_PALE_PATH,0
44,23,51,12,23,P,WALKABLE_PALE_PATH,0
45,23,51,13,23,P,WALKABLE_PALE_PATH,0
46,23,51,14,23,P,WALKABLE_PALE_PATH,0
47,23,51,15,23,P,WALKABLE_PALE_PATH,0
48,23,51,16,23,P,WALKABLE_PALE_PATH,0
49,23,51,17,23,P,WALKABLE_PALE_PATH,0
50,23,51,18,23,P,WALKABLE_PALE_PATH,0
51,23,51,19,23,P,WALKABLE_PALE_PATH,0
52,23,51,20,23,P,WALKABLE_PALE_PATH,0
53,23,51,21,23,P,WALKABLE_PALE_PATH,0
54,23,51,22,23,P,WALKABLE_PALE_PATH,0
55,23,51,23,23,P,WALKABLE_PALE_PATH,0
56,23,51,24,23,P,WALKABLE_PALE_PATH,0
57,23,51,25,23,P,WALKABLE_PALE_PATH,0
58,23,51,26,23,P,WALKABLE_PALE_PATH,0
59,23,51,27,23,P,WALKABLE_PALE_PATH,0
60,23,51,28,23,P,WALKABLE_PALE_PATH,0
61,23,51,29,23,P,WALKABLE_PALE_PATH,0
62,23,51,30,23,T,BLOCKED_TREE_WALL,1
63,23,51,31,23,T,BLOCKED_TREE_WALL,1
0,24,50,0,24,T,BLOCKED_TREE_WALL,1
1,24,50,1,24,T,BLOCKED_TREE_WALL,1
2,24,50,2,24,G,WALKABLE_SHORT_GRASS,0
3,24,50,3,24,G,WALKABLE_SHORT_GRASS,0
4,24,50,4,24,G,WALKABLE_SHORT_GRASS,0
5,24,50,5,24,G,WALKABLE_SHORT_GRASS,0
6,24,50,6,24,G,WALKABLE_SHORT_GRASS,0
7,24,50,7,24,F,WALKABLE_FLOWER_ENCOUNTER,3
8,24,50,8,24,F,WALKABLE_FLOWER_ENCOUNTER,3
9,24,50,9,24,F,WALKABLE_FLOWER_ENCOUNTER,3
10,24,50,10,24,F,WALKABLE_FLOWER_ENCOUNTER,3
11,24,50,11,24,F,WALKABLE_FLOWER_ENCOUNTER,3
12,24,50,12,24,F,WALKABLE_FLOWER_ENCOUNTER,3
13,24,50,13,24,F,WALKABLE_FLOWER_ENCOUNTER,3
14,24,50,14,24,F,WALKABLE_FLOWER_ENCOUNTER,3
15,24,50,15,24,F,WALKABLE_FLOWER_ENCOUNTER,3
16,24,50,16,24,F,WALKABLE_FLOWER_ENCOUNTER,3
17,24,50,17,24,F,WALKABLE_FLOWER_ENCOUNTER,3
18,24,50,18,24,F,WALKABLE_FLOWER_ENCOUNTER,3
19,24,50,19,24,F,WALKABLE_FLOWER_ENCOUNTER,3
20,24,50,20,24,F,WALKABLE_FLOWER_ENCOUNTER,3
21,24,50,21,24,F,WALKABLE_FLOWER_ENCOUNTER,3
22,24,50,22,24,F,WALKABLE_FLOWER_ENCOUNTER,3
23,24,50,23,24,F,WALKABLE_FLOWER_ENCOUNTER,3
24,24,50,24,24,G,WALKABLE_SHORT_GRASS,0
25,24,50,25,24,G,WALKABLE_SHORT_GRASS,0
26,24,50,26,24,G,WALKABLE_SHORT_GRASS,0
27,24,50,27,24,P,WALKABLE_PALE_PATH,0
28,24,50,28,24,P,WALKABLE_PALE_PATH,0
29,24,50,29,24,P,WALKABLE_PALE_PATH,0
30,24,50,30,24,P,WALKABLE_PALE_PATH,0
31,24,50,31,24,P,WALKABLE_PALE_PATH,0
32,24,51,0,24,P,WALKABLE_PALE_PATH,0
33,24,51,1,24,P,WALKABLE_PALE_PATH,0
34,24,51,2,24,P,WALKABLE_PALE_PATH,0
35,24,51,3,24,P,WALKABLE_PALE_PATH,0
36,24,51,4,24,P,WALKABLE_PALE_PATH,0
37,24,51,5,24,G,WALKABLE_SHORT_GRASS,0
38,24,51,6,24,G,WALKABLE_SHORT_GRASS,0
39,24,51,7,24,P,WALKABLE_PALE_PATH,0
40,24,51,8,24,P,WALKABLE_PALE_PATH,0
41,24,51,9,24,P,WALKABLE_PALE_PATH,0
42,24,51,10,24,P,WALKABLE_PALE_PATH,0
43,24,51,11,24,P,WALKABLE_PALE_PATH,0
44,24,51,12,24,P,WALKABLE_PALE_PATH,0
45,24,51,13,24,P,WALKABLE_PALE_PATH,0
46,24,51,14,24,P,WALKABLE_PALE_PATH,0
47,24,51,15,24,P,WALKABLE_PALE_PATH,0
48,24,51,16,24,P,WALKABLE_PALE_PATH,0
49,24,51,17,24,P,WALKABLE_PALE_PATH,0
50,24,51,18,24,P,WALKABLE_PALE_PATH,0
51,24,51,19,24,P,WALKABLE_PALE_PATH,0
52,24,51,20,24,P,WALKABLE_PALE_PATH,0
53,24,51,21,24,P,WALKABLE_PALE_PATH,0
54,24,51,22,24,P,WALKABLE_PALE_PATH,0
55,24,51,23,24,P,WALKABLE_PALE_PATH,0
56,24,51,24,24,P,WALKABLE_PALE_PATH,0
57,24,51,25,24,P,WALKABLE_PALE_PATH,0
58,24,51,26,24,P,WALKABLE_PALE_PATH,0
59,24,51,27,24,P,WALKABLE_PALE_PATH,0
60,24,51,28,24,P,WALKABLE_PALE_PATH,0
61,24,51,29,24,P,WALKABLE_PALE_PATH,0
62,24,51,30,24,T,BLOCKED_TREE_WALL,1
63,24,51,31,24,T,BLOCKED_TREE_WALL,1
0,25,50,0,25,T,BLOCKED_TREE_WALL,1
1,25,50,1,25,T,BLOCKED_TREE_WALL,1
2,25,50,2,25,G,WALKABLE_SHORT_GRASS,0
3,25,50,3,25,G,WALKABLE_SHORT_GRASS,0
4,25,50,4,25,G,WALKABLE_SHORT_GRASS,0
5,25,50,5,25,G,WALKABLE_SHORT_GRASS,0
6,25,50,6,25,G,WALKABLE_SHORT_GRASS,0
7,25,50,7,25,F,WALKABLE_FLOWER_ENCOUNTER,3
8,25,50,8,25,F,WALKABLE_FLOWER_ENCOUNTER,3
9,25,50,9,25,F,WALKABLE_FLOWER_ENCOUNTER,3
10,25,50,10,25,F,WALKABLE_FLOWER_ENCOUNTER,3
11,25,50,11,25,F,WALKABLE_FLOWER_ENCOUNTER,3
12,25,50,12,25,F,WALKABLE_FLOWER_ENCOUNTER,3
13,25,50,13,25,F,WALKABLE_FLOWER_ENCOUNTER,3
14,25,50,14,25,F,WALKABLE_FLOWER_ENCOUNTER,3
15,25,50,15,25,F,WALKABLE_FLOWER_ENCOUNTER,3
16,25,50,16,25,F,WALKABLE_FLOWER_ENCOUNTER,3
17,25,50,17,25,F,WALKABLE_FLOWER_ENCOUNTER,3
18,25,50,18,25,F,WALKABLE_FLOWER_ENCOUNTER,3
19,25,50,19,25,F,WALKABLE_FLOWER_ENCOUNTER,3
20,25,50,20,25,F,WALKABLE_FLOWER_ENCOUNTER,3
21,25,50,21,25,F,WALKABLE_FLOWER_ENCOUNTER,3
22,25,50,22,25,F,WALKABLE_FLOWER_ENCOUNTER,3
23,25,50,23,25,F,WALKABLE_FLOWER_ENCOUNTER,3
24,25,50,24,25,G,WALKABLE_SHORT_GRASS,0
25,25,50,25,25,G,WALKABLE_SHORT_GRASS,0
26,25,50,26,25,G,WALKABLE_SHORT_GRASS,0
27,25,50,27,25,G,WALKABLE_SHORT_GRASS,0
28,25,50,28,25,G,WALKABLE_SHORT_GRASS,0
29,25,50,29,25,G,WALKABLE_SHORT_GRASS,0
30,25,50,30,25,G,WALKABLE_SHORT_GRASS,0
31,25,50,31,25,G,WALKABLE_SHORT_GRASS,0
32,25,51,0,25,G,WALKABLE_SHORT_GRASS,0
33,25,51,1,25,G,WALKABLE_SHORT_GRASS,0
34,25,51,2,25,G,WALKABLE_SHORT_GRASS,0
35,25,51,3,25,G,WALKABLE_SHORT_GRASS,0
36,25,51,4,25,G,WALKABLE_SHORT_GRASS,0
37,25,51,5,25,G,WALKABLE_SHORT_GRASS,0
38,25,51,6,25,G,WALKABLE_SHORT_GRASS,0
39,25,51,7,25,G,WALKABLE_SHORT_GRASS,0
40,25,51,8,25,F,WALKABLE_FLOWER_ENCOUNTER,3
41,25,51,9,25,F,WALKABLE_FLOWER_ENCOUNTER,3
42,25,51,10,25,F,WALKABLE_FLOWER_ENCOUNTER,3
43,25,51,11,25,F,WALKABLE_FLOWER_ENCOUNTER,3
44,25,51,12,25,F,WALKABLE_FLOWER_ENCOUNTER,3
45,25,51,13,25,G,WALKABLE_SHORT_GRASS,0
46,25,51,14,25,G,WALKABLE_SHORT_GRASS,0
47,25,51,15,25,G,WALKABLE_SHORT_GRASS,0
48,25,51,16,25,G,WALKABLE_SHORT_GRASS,0
49,25,51,17,25,G,WALKABLE_SHORT_GRASS,0
50,25,51,18,25,G,WALKABLE_SHORT_GRASS,0
51,25,51,19,25,G,WALKABLE_SHORT_GRASS,0
52,25,51,20,25,G,WALKABLE_SHORT_GRASS,0
53,25,51,21,25,F,WALKABLE_FLOWER_ENCOUNTER,3
54,25,51,22,25,F,WALKABLE_FLOWER_ENCOUNTER,3
55,25,51,23,25,F,WALKABLE_FLOWER_ENCOUNTER,3
56,25,51,24,25,F,WALKABLE_FLOWER_ENCOUNTER,3
57,25,51,25,25,G,WALKABLE_SHORT_GRASS,0
58,25,51,26,25,G,WALKABLE_SHORT_GRASS,0
59,25,51,27,25,G,WALKABLE_SHORT_GRASS,0
60,25,51,28,25,G,WALKABLE_SHORT_GRASS,0
61,25,51,29,25,G,WALKABLE_SHORT_GRASS,0
62,25,51,30,25,T,BLOCKED_TREE_WALL,1
63,25,51,31,25,T,BLOCKED_TREE_WALL,1
0,26,50,0,26,T,BLOCKED_TREE_WALL,1
1,26,50,1,26,T,BLOCKED_TREE_WALL,1
2,26,50,2,26,G,WALKABLE_SHORT_GRASS,0
3,26,50,3,26,G,WALKABLE_SHORT_GRASS,0
4,26,50,4,26,G,WALKABLE_SHORT_GRASS,0
5,26,50,5,26,G,WALKABLE_SHORT_GRASS,0
6,26,50,6,26,G,WALKABLE_SHORT_GRASS,0
7,26,50,7,26,F,WALKABLE_FLOWER_ENCOUNTER,3
8,26,50,8,26,F,WALKABLE_FLOWER_ENCOUNTER,3
9,26,50,9,26,F,WALKABLE_FLOWER_ENCOUNTER,3
10,26,50,10,26,F,WALKABLE_FLOWER_ENCOUNTER,3
11,26,50,11,26,F,WALKABLE_FLOWER_ENCOUNTER,3
12,26,50,12,26,F,WALKABLE_FLOWER_ENCOUNTER,3
13,26,50,13,26,F,WALKABLE_FLOWER_ENCOUNTER,3
14,26,50,14,26,F,WALKABLE_FLOWER_ENCOUNTER,3
15,26,50,15,26,F,WALKABLE_FLOWER_ENCOUNTER,3
16,26,50,16,26,F,WALKABLE_FLOWER_ENCOUNTER,3
17,26,50,17,26,F,WALKABLE_FLOWER_ENCOUNTER,3
18,26,50,18,26,F,WALKABLE_FLOWER_ENCOUNTER,3
19,26,50,19,26,F,WALKABLE_FLOWER_ENCOUNTER,3
20,26,50,20,26,F,WALKABLE_FLOWER_ENCOUNTER,3
21,26,50,21,26,F,WALKABLE_FLOWER_ENCOUNTER,3
22,26,50,22,26,F,WALKABLE_FLOWER_ENCOUNTER,3
23,26,50,23,26,F,WALKABLE_FLOWER_ENCOUNTER,3
24,26,50,24,26,G,WALKABLE_SHORT_GRASS,0
25,26,50,25,26,G,WALKABLE_SHORT_GRASS,0
26,26,50,26,26,G,WALKABLE_SHORT_GRASS,0
27,26,50,27,26,G,WALKABLE_SHORT_GRASS,0
28,26,50,28,26,G,WALKABLE_SHORT_GRASS,0
29,26,50,29,26,G,WALKABLE_SHORT_GRASS,0
30,26,50,30,26,G,WALKABLE_SHORT_GRASS,0
31,26,50,31,26,G,WALKABLE_SHORT_GRASS,0
32,26,51,0,26,G,WALKABLE_SHORT_GRASS,0
33,26,51,1,26,G,WALKABLE_SHORT_GRASS,0
34,26,51,2,26,G,WALKABLE_SHORT_GRASS,0
35,26,51,3,26,G,WALKABLE_SHORT_GRASS,0
36,26,51,4,26,G,WALKABLE_SHORT_GRASS,0
37,26,51,5,26,G,WALKABLE_SHORT_GRASS,0
38,26,51,6,26,G,WALKABLE_SHORT_GRASS,0
39,26,51,7,26,G,WALKABLE_SHORT_GRASS,0
40,26,51,8,26,F,WALKABLE_FLOWER_ENCOUNTER,3
41,26,51,9,26,F,WALKABLE_FLOWER_ENCOUNTER,3
42,26,51,10,26,F,WALKABLE_FLOWER_ENCOUNTER,3
43,26,51,11,26,F,WALKABLE_FLOWER_ENCOUNTER,3
44,26,51,12,26,F,WALKABLE_FLOWER_ENCOUNTER,3
45,26,51,13,26,G,WALKABLE_SHORT_GRASS,0
46,26,51,14,26,G,WALKABLE_SHORT_GRASS,0
47,26,51,15,26,G,WALKABLE_SHORT_GRASS,0
48,26,51,16,26,G,WALKABLE_SHORT_GRASS,0
49,26,51,17,26,G,WALKABLE_SHORT_GRASS,0
50,26,51,18,26,G,WALKABLE_SHORT_GRASS,0
51,26,51,19,26,G,WALKABLE_SHORT_GRASS,0
52,26,51,20,26,G,WALKABLE_SHORT_GRASS,0
53,26,51,21,26,F,WALKABLE_FLOWER_ENCOUNTER,3
54,26,51,22,26,F,WALKABLE_FLOWER_ENCOUNTER,3
55,26,51,23,26,F,WALKABLE_FLOWER_ENCOUNTER,3
56,26,51,24,26,F,WALKABLE_FLOWER_ENCOUNTER,3
57,26,51,25,26,G,WALKABLE_SHORT_GRASS,0
58,26,51,26,26,G,WALKABLE_SHORT_GRASS,0
59,26,51,27,26,G,WALKABLE_SHORT_GRASS,0
60,26,51,28,26,G,WALKABLE_SHORT_GRASS,0
61,26,51,29,26,G,WALKABLE_SHORT_GRASS,0
62,26,51,30,26,T,BLOCKED_TREE_WALL,1
63,26,51,31,26,T,BLOCKED_TREE_WALL,1
0,27,50,0,27,T,BLOCKED_TREE_WALL,1
1,27,50,1,27,T,BLOCKED_TREE_WALL,1
2,27,50,2,27,G,WALKABLE_SHORT_GRASS,0
3,27,50,3,27,G,WALKABLE_SHORT_GRASS,0
4,27,50,4,27,G,WALKABLE_SHORT_GRASS,0
5,27,50,5,27,G,WALKABLE_SHORT_GRASS,0
6,27,50,6,27,G,WALKABLE_SHORT_GRASS,0
7,27,50,7,27,F,WALKABLE_FLOWER_ENCOUNTER,3
8,27,50,8,27,F,WALKABLE_FLOWER_ENCOUNTER,3
9,27,50,9,27,F,WALKABLE_FLOWER_ENCOUNTER,3
10,27,50,10,27,F,WALKABLE_FLOWER_ENCOUNTER,3
11,27,50,11,27,F,WALKABLE_FLOWER_ENCOUNTER,3
12,27,50,12,27,F,WALKABLE_FLOWER_ENCOUNTER,3
13,27,50,13,27,F,WALKABLE_FLOWER_ENCOUNTER,3
14,27,50,14,27,F,WALKABLE_FLOWER_ENCOUNTER,3
15,27,50,15,27,F,WALKABLE_FLOWER_ENCOUNTER,3
16,27,50,16,27,F,WALKABLE_FLOWER_ENCOUNTER,3
17,27,50,17,27,F,WALKABLE_FLOWER_ENCOUNTER,3
18,27,50,18,27,F,WALKABLE_FLOWER_ENCOUNTER,3
19,27,50,19,27,F,WALKABLE_FLOWER_ENCOUNTER,3
20,27,50,20,27,F,WALKABLE_FLOWER_ENCOUNTER,3
21,27,50,21,27,F,WALKABLE_FLOWER_ENCOUNTER,3
22,27,50,22,27,F,WALKABLE_FLOWER_ENCOUNTER,3
23,27,50,23,27,F,WALKABLE_FLOWER_ENCOUNTER,3
24,27,50,24,27,G,WALKABLE_SHORT_GRASS,0
25,27,50,25,27,G,WALKABLE_SHORT_GRASS,0
26,27,50,26,27,G,WALKABLE_SHORT_GRASS,0
27,27,50,27,27,G,WALKABLE_SHORT_GRASS,0
28,27,50,28,27,G,WALKABLE_SHORT_GRASS,0
29,27,50,29,27,G,WALKABLE_SHORT_GRASS,0
30,27,50,30,27,G,WALKABLE_SHORT_GRASS,0
31,27,50,31,27,G,WALKABLE_SHORT_GRASS,0
32,27,51,0,27,G,WALKABLE_SHORT_GRASS,0
33,27,51,1,27,G,WALKABLE_SHORT_GRASS,0
34,27,51,2,27,G,WALKABLE_SHORT_GRASS,0
35,27,51,3,27,G,WALKABLE_SHORT_GRASS,0
36,27,51,4,27,G,WALKABLE_SHORT_GRASS,0
37,27,51,5,27,G,WALKABLE_SHORT_GRASS,0
38,27,51,6,27,G,WALKABLE_SHORT_GRASS,0
39,27,51,7,27,G,WALKABLE_SHORT_GRASS,0
40,27,51,8,27,F,WALKABLE_FLOWER_ENCOUNTER,3
41,27,51,9,27,F,WALKABLE_FLOWER_ENCOUNTER,3
42,27,51,10,27,F,WALKABLE_FLOWER_ENCOUNTER,3
43,27,51,11,27,F,WALKABLE_FLOWER_ENCOUNTER,3
44,27,51,12,27,F,WALKABLE_FLOWER_ENCOUNTER,3
45,27,51,13,27,G,WALKABLE_SHORT_GRASS,0
46,27,51,14,27,G,WALKABLE_SHORT_GRASS,0
47,27,51,15,27,G,WALKABLE_SHORT_GRASS,0
48,27,51,16,27,G,WALKABLE_SHORT_GRASS,0
49,27,51,17,27,G,WALKABLE_SHORT_GRASS,0
50,27,51,18,27,G,WALKABLE_SHORT_GRASS,0
51,27,51,19,27,G,WALKABLE_SHORT_GRASS,0
52,27,51,20,27,G,WALKABLE_SHORT_GRASS,0
53,27,51,21,27,F,WALKABLE_FLOWER_ENCOUNTER,3
54,27,51,22,27,F,WALKABLE_FLOWER_ENCOUNTER,3
55,27,51,23,27,F,WALKABLE_FLOWER_ENCOUNTER,3
56,27,51,24,27,F,WALKABLE_FLOWER_ENCOUNTER,3
57,27,51,25,27,G,WALKABLE_SHORT_GRASS,0
58,27,51,26,27,G,WALKABLE_SHORT_GRASS,0
59,27,51,27,27,G,WALKABLE_SHORT_GRASS,0
60,27,51,28,27,G,WALKABLE_SHORT_GRASS,0
61,27,51,29,27,G,WALKABLE_SHORT_GRASS,0
62,27,51,30,27,T,BLOCKED_TREE_WALL,1
63,27,51,31,27,T,BLOCKED_TREE_WALL,1
0,28,50,0,28,T,BLOCKED_TREE_WALL,1
1,28,50,1,28,T,BLOCKED_TREE_WALL,1
2,28,50,2,28,G,WALKABLE_SHORT_GRASS,0
3,28,50,3,28,G,WALKABLE_SHORT_GRASS,0
4,28,50,4,28,G,WALKABLE_SHORT_GRASS,0
5,28,50,5,28,G,WALKABLE_SHORT_GRASS,0
6,28,50,6,28,G,WALKABLE_SHORT_GRASS,0
